iter	Logloss
0	0.5704780883
1	0.468685908
2	0.3857281534
3	0.3301414965
4	0.2887253985
5	0.2466408893
6	0.2115967221
7	0.182603462
8	0.1558668784
9	0.1385871972
10	0.1233484143
11	0.1105390191
12	0.0996372077
13	0.0890481773
14	0.0802748913
15	0.07259937399
16	0.06736740722
17	0.06292324078
18	0.05918520778
19	0.05589480129
20	0.05175193744
21	0.04937194644
22	0.0462007541
23	0.04340417254
24	0.04184345916
25	0.04041302648
26	0.03864594751
27	0.03736675454
28	0.03608915653
29	0.03493284046
30	0.03379667326
31	0.03249964911
32	0.03165859176
33	0.03056636078
34	0.02952219221
35	0.0288906305
36	0.02788838301
37	0.02728016127
38	0.02661051253
39	0.02592714485
40	0.02551281474
41	0.02480653675
42	0.02449672973
43	0.02403271925
44	0.02358724387
45	0.02326071194
46	0.02276660053
47	0.02248461108
48	0.02198645037
49	0.02161759463
50	0.02140339968
51	0.0210225973
52	0.02080356389
53	0.02031868721
54	0.01998157371
55	0.0197376123
56	0.01929768419
57	0.01899197937
58	0.01868428577
59	0.0183942058
60	0.01805383895
61	0.01792287046
62	0.01771504114
63	0.01760302471
64	0.01734284878
65	0.01714888613
66	0.01696515101
67	0.01676068814
68	0.01654389719
69	0.01625224785
70	0.01616927044
71	0.01613319275
72	0.01596261195
73	0.01578892168
74	0.01566973419
75	0.01547283569
76	0.01526343787
77	0.01505301903
78	0.01488895934
79	0.01468617135
80	0.01458781258
81	0.0144518441
82	0.01432932091
83	0.01425053717
84	0.01419943663
85	0.01405033116
86	0.01384146394
87	0.01360983578
88	0.01342632705
89	0.01321844162
90	0.01310790097
91	0.01299660067
92	0.01277908419
93	0.01274196674
94	0.01261460423
95	0.012489435
96	0.01228006567
97	0.01220108727
98	0.01201277723
99	0.01187074753
100	0.0117712939
101	0.01167855441
102	0.01161610806
103	0.01150572448
104	0.01142526888
105	0.0113320614
106	0.0112632375
107	0.01121686688
108	0.01116390616
109	0.01108243852
110	0.01098009073
111	0.01084575384
112	0.01082237033
113	0.01065881298
114	0.01056362293
115	0.01045950071
116	0.01038437906
117	0.01028735064
118	0.0102370766
119	0.01020042962
120	0.01014434381
121	0.01000668829
122	0.00996800202
123	0.009906305569
124	0.009841585984
125	0.009741349184
126	0.009699909709
127	0.009555514887
128	0.009469189744
129	0.009427618197
130	0.009338285484
131	0.009319229252
132	0.009309513078
133	0.009255574053
134	0.009164511036
135	0.009164511036
136	0.00911415889
137	0.009017162371
138	0.00897667476
139	0.008908744895
140	0.008835757604
141	0.008769455171
142	0.008718849983
143	0.008630444171
144	0.008548322396
145	0.008489082765
146	0.008432108995
147	0.008383813918
148	0.008297428492
149	0.008267793111
150	0.008171278811
151	0.008091159191
152	0.007943721998
153	0.007886445028
154	0.007858929566
155	0.007769497822
156	0.007710131545
157	0.007673252936
158	0.007611843172
159	0.007541363405
160	0.007485627321
161	0.007442108052
162	0.007349296819
163	0.007306304555
164	0.007261132584
165	0.007200883392
166	0.007129025775
167	0.007099619443
168	0.00709054075
169	0.006995303098
170	0.006974713778
171	0.006910477817
172	0.006873536608
173	0.006852282539
174	0.006816032257
175	0.006752637481
176	0.006733440468
177	0.006635990977
178	0.006589921923
179	0.006543316906
180	0.006528509293
181	0.006474765987
182	0.006428740687
183	0.006358220388
184	0.006358220388
185	0.006333072689
186	0.006282811613
187	0.006251512269
188	0.006161479055
189	0.006126383638
190	0.006081075336
191	0.006043452848
192	0.006011635404
193	0.005981917584
194	0.005935840092
195	0.005894211822
196	0.005864891965
197	0.005835242413
198	0.005807098624
199	0.005776483178
200	0.005709975514
201	0.005650847363
202	0.005610612782
203	0.005584302828
204	0.005557647021
205	0.005519277265
206	0.005462951015
207	0.005440158563
208	0.005380222961
209	0.005353922917
210	0.005340470665
211	0.005306312548
212	0.005284402458
213	0.005255411487
214	0.005204600195
215	0.005154749901
216	0.005137266616
217	0.005106819449
218	0.005097572823
219	0.005076420569
220	0.005058100466
221	0.005008520721
222	0.004963277197
223	0.004950913819
224	0.004933571355
225	0.004922770718
226	0.004905287413
227	0.00490527501
228	0.004855989178
229	0.00482127499
230	0.004821260094
231	0.004791240237
232	0.004751334743
233	0.004727686762
234	0.004715796039
235	0.004700634815
236	0.004677578765
237	0.004618919163
238	0.004609796745
239	0.00459239591
240	0.004566066969
241	0.004533756839
242	0.004513248688
243	0.004474645336
244	0.004459035276
245	0.004427031937
246	0.004427031937
247	0.00441033037
248	0.004410320399
249	0.004381139796
250	0.004372947515
251	0.004362146909
252	0.004344143453
253	0.004321597663
254	0.004293530393
255	0.004269149632
256	0.004249346764
257	0.004224656464
258	0.004181376058
259	0.004166614256
260	0.004136265682
261	0.004115810229
262	0.004098014844
263	0.004074517712
264	0.004030122653
265	0.004030116109
266	0.004015058486
267	0.003995614523
268	0.003995605112
269	0.003995609226
270	0.003995586353
271	0.003982528816
272	0.003982522334
273	0.003982509371
274	0.003982512736
275	0.00398250613
276	0.003961118223
277	0.003954978734
278	0.003923640299
279	0.003914513837
280	0.003884866363
281	0.003870919675
282	0.003847306285
283	0.003847284347
284	0.00384726455
285	0.003847268227
286	0.003847253581
287	0.003811970525
288	0.003800583019
289	0.003800553041
290	0.003800537959
291	0.003800530044
292	0.003800539143
293	0.003800530729
294	0.003800524871
295	0.00380051498
296	0.003800516165
297	0.003800508561
298	0.003800508561
299	0.003796896852
